listing_id,title,price,area,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Oppervlakten_Totale oppervlakte,Oppervlakten_Type land,Oppervlakten_Veldkavels,Oppervlakten_Grondsoort,kadastrale_code,eigendomssituatie,Oppervlakten_Grond lengte,Oppervlakten_Grond breedte,Oppervlakten_Huiskavels,Bouw_Mogelijke functie(s)
,Schooldijk,Verkoop bij inschrijving,,6086 NN Neer,https://www.fundainbusiness.nl/agrarische-grond/neer/object-89395886-schooldijk/?navigateSource=resultlist,2025-06-04 16:37:21,"TE KOOP PER  INSCHRIJVING!  Wij bieden  u een  mooi vlak gelegen perceel  cultuurgrond  aan welke middels 3 toeritten  goed toegankelijk is vanuit  de onverharde  wegen 'Schooldijk' en  'Broekweg' bereikbaar vanuit de  Heldenseweg in Neer. Het perceel is omsloten met een sloot welke deels is begroeid. Het perceel is de laatste jaren in gebruik geweest als grasland, maar kan ook in gebruik worden genomen voor akkerbouw of boomteelt. In het perceel is een geregistreerde beregeningsput gelegen, er …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,8 ha 97 a 35 ca,Bouwland en grasland,8 ha 97 a 35 ca,Klei,NEER H 177,8 ha 97 a 35 ca (geheel perceel),,,,
,Renheide,Prijs op aanvraag,,5595 Leende,https://www.fundainbusiness.nl/agrarische-grond/leende/object-89351863-renheide/?navigateSource=resultlist,2025-06-04 16:37:24,"LEENDE, RENHEIDE /  WATERSTRAAT  Perceel landbouwgrond  ter grootte  van 00.22.90 ha +  paardenstal  met veldschuur op een perc.opp.  van 0.36.40 ha Inschrijven  is mogelijk  t/m woensdag 4  juni 2025 tot 12.00  uur  Omschrijving  Algemeen Perceel landbouwgrond, ter grootte van 2.290 m2, gelegen aan de Renheide / Waterstraat en op korte afstand gelegen een paardenstal met werktuigenberging / veldschuur en verdere aanhorigheden, ondergrond, erf en landbouwgrond, ter grootte van 3.640 m2, staande …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,,Losse grond,,Grasland,,Zand,HEEZE-LEENDE G 333,0 ha 22 a 90 ca (geheel perceel),,,,
,Kaumeshoek,Prijs op aanvraag,,5986 NA Beringe,https://www.fundainbusiness.nl/agrarische-grond/beringe/object-89350173-kaumeshoek/?navigateSource=resultlist,2025-06-04 16:37:29,"Ondernemers die op  zoek  zijn naar  een perceel  goede zandgrond dat geschikt  is  voor het telen van diverse akkerbouw- en tuinbouwgewassen,  opgelet! In Beringe  ligt  een perceel van  ca. 03.04.52 ha.   Het betreft een mooi gelegen perceel cultuurgrond aan de Kaumeshoek in Beringe welke door zijn omvang voor diverse agrarische doeleinden geschikt is, de grondkwaliteit als goede zandgrond geeft voldoende mogelijkheden om er diverse tuinbouw- en akkerbouwgewassen te telen of voor de boomteelt …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,3 ha 4 a 52 ca,Bouwland,3 ha 4 a 52 ca,Zand,HELDEN S 825,3 ha 4 a 52 ca (geheel perceel),,,,
,De Remer/Middenpeelweg,Prijs op aanvraag,,5984 NK Koningslust,https://www.fundainbusiness.nl/agrarische-grond/koningslust/object-89349759-de-remer-middenpeelweg/?navigateSource=resultlist,2025-06-04 16:37:32,Wij bieden u  een  mooi perceel  cultuurgrond aan  wat momenteel in gebruik  is  als grasland/weiland. Het perceel is  volledig voorzien van een  afrastering en  heeft drie toegangspoorten.  Het perceel is de  laatste jaren in gebruik als grasland maar is ook geschikt voor de teelt van diverse soorten akkerbouw- en tuinbouwgewassen of voor de boomteelt. In het perceel is een hoogteverschil aanwezig.  Het perceel is goed bereikbaar vanuit de verharde weg ‘De Remer’ te Koningslust en is omsloten  …,Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,2 ha 24 a 50 ca,Bouwland en grasland,2 ha 24 a 50 ca,Zand,HELDEN U 3-HELDEN U 203,1 ha 85 a 45 ca (geheel perceel)-0 ha 39 a 5 ca (geheel perceel),,,,
,Achterste Heistraat,Verkoop bij inschrijving,,5091 JB Oost West en Middelbeers,https://www.fundainbusiness.nl/agrarische-grond/oost-west-en-middelbeers/object-89316625-achterste-heistraat/?navigateSource=resultlist,2025-06-04 16:37:37,"Inschrijven is mogelijk  tot  Vrijdag 27  juni 2025  om 12:00u.  Koop  1)  ZIE PUBLICATIE KANAALDIJK ZUID 7 OOST-, WEST- EN  MIDDELBEERS Agrarisch bouwvlak,  met  bedrijfswoning en bedrijfsgebouwen  en aanpalend gelegen  cultuurgrond. Tezamen groot circa 9 hectare. Richtprijs € 1.600.000,-- k.k.  Koop 2) Perceel cultuurgrond ca. 3,35 hectare. Ontsloten aan de 'Achterste Heistraat'.  Koop 3) De totaalcombinatie van koop 1 + 2. Tezamen groot 12,35 hectare.  Vraag bij ons de complete brochure op m …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,3 ha 35 a 0 ca,Bouwland,3 ha 35 a 0 ca,Zand,"OOST-, WEST- EN MIDDELBEERS A 1078",3 ha 35 a 0 ca (deelperceel),400 meter,80 meter,,
,Beekseweg ong.,Verkoop bij inschrijving,,5735 CB Aarle-Rixtel,https://www.fundainbusiness.nl/agrarische-grond/aarle-rixtel/object-43950167-beekseweg-ong/?navigateSource=resultlist,2025-06-04 16:37:41,"VERKOOP BIJ INSCHRIJVING  Bij  deze bieden  wij u  een bosperceel met een  diversiteit  aan flora, gelegen aan de Beekseweg, tegenover Beekseweg  13 en naast  Beekseweg  11 aan, met  een grootte van  ca. 0,63.23 ha.  Het perceel is te koop per inschrijving.  Het inschrijfformulier kunt u tot en met 10 juni 2025 vóór 13:30 uur inleveren bij: Van Thiel & Van Rooij Notarissen, Brandstraat 11, 5741 GH te Beek en Donk  U kunt het inschrijfformulier opvragen bij ons kantoor via: 0492-661884 of   LIGG …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,0 ha 63 a 23 ca,Bosperceel,0 ha 63 a 23 ca,,AARLE-RIXTEL A 1267,0 ha 63 a 23 ca (geheel perceel),,,,
,Koeberg,Prijs op aanvraag,,5991 NH Baarlo (LI),https://www.fundainbusiness.nl/agrarische-grond/baarlo-li/object-89284933-koeberg/?navigateSource=resultlist,2025-06-04 16:37:44,"TE KOOP AANGEBODEN:  2  percelen bosgrond  gelegen in  de omgeving van Noord-Limburg  nabij  Bovensbos Helden met een totale oppervlakte van 01.16.00 ha.   Namens verkoper  bieden  wij twee percelen  bosgrond aan in  de regio Helden-Panningen. Het zijn twee bospercelen op zandgrond, met als opstand hoofdzakelijk naaldbomen. Er zijn geen noemenswaardige belendingen te benoemen. De percelen zijn te bereiken middels zandpaden. Dit betreft wandel- dan wel gemotoriseerde paden.  Kadastrale aanduidin …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bosperceel,,Zand,HELDEN D 4945-HELDEN D 4946,0 ha 54 a 40 ca (geheel perceel)-0 ha 61 a 60 ca (geheel perceel),,,,
,Hildsven,Verkoop bij inschrijving,,5066 CM Moergestel,https://www.fundainbusiness.nl/agrarische-grond/moergestel/object-89215082-hildsven/?navigateSource=resultlist,2025-06-04 16:37:48,Algemeen Betreft een  perceel  landbouwgrond ter  grootte van  circa 6.29.55 ha. Perceel  wordt  in twee kopen aangeboden. Te weten Koop A  en Koop B.  Koop  A is een  nagenoeg rechthoekig perceel  bouwland van 4.08.60 hectare wat ook in gebruik is geweest als boomkwekerij. Het is zowel ontsloten aan de zuidelijk gelegen Hild als ook aan de oostelijk gelegen weg Hildsven. Koop B van 2.20.95 hectare is in gebruik als paardenweide. Het heeft een eigen ontsluiting aan het Hildsven.  Beregeningsver …,Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland en grasland,,Zand,OISTERWIJK K 319-OISTERWIJK K 1583-OISTERWIJK K 1585,1 ha 63 a 70 ca (geheel perceel)-2 ha 20 a 95 ca (geheel perceel)-2 ha 44 a 90 ca (geheel perceel),,,,
,Lageweg,Prijs op aanvraag,,4908 DW Oosterhout (NB),https://www.fundainbusiness.nl/agrarische-grond/oosterhout-nb/object-89211969-lageweg/?navigateSource=resultlist,2025-06-04 16:37:52,"Perceel grasland gelegen  aan  de Lageweg  te Oosterhout  met een totale oppervlakte  van  ca. 02.17.10 ha.  Situering  Het perceel  is gelegen aan  de  Lageweg te Oosterhout  en heeft een  totale grootte van circa 02.17.10 hectare. De gunstige ligging in combinatie met de eigenschappen van het perceel maakt het niet alleen geschikt voor agrarisch gebruik, maar biedt ook interessante mogelijkheden voor alternatieve bestemmingen, zoals natuurcompensatie.  Kadastrale gegevens Het geheel is als vo …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,Klei,OOSTERHOUT C 852,2 ha 17 a 10 ca (geheel perceel),,,,
,Molenweg,Prijs op aanvraag,,3291 KE Strijen,https://www.fundainbusiness.nl/agrarische-grond/strijen/object-89211830-molenweg/?navigateSource=resultlist,2025-06-04 16:37:56,"Perceel grasland gelegen  aan  de Molenweg  te Strijen  met een totale oppervlakte  van  ca. 06.64.25 ha.  Situering   Het perceel is  gelegen aan  de Molenweg te  Strijen en heeft een  totale grootte van circa 06.64.25 hectare. De gunstige ligging in combinatie met de eigenschappen van het perceel maakt het niet alleen geschikt voor agrarisch gebruik, maar biedt ook interessante mogelijkheden voor alternatieve bestemmingen, zoals natuurcompensatie.  Kadastrale gegevens Het geheel is als volgt  …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,Klei,STRIJEN W 301,6 ha 64 a 25 ca (geheel perceel),,,,
,Arenbos,€ 57.500 k.k.,,6093 ND Heythuysen,https://www.fundainbusiness.nl/agrarische-grond/heythuysen/object-89102295-arenbos/?navigateSource=resultlist,2025-06-04 16:38:00,"Wij bieden u  een  mooi weiland  met schuilstal  aan, gelegen aan de  rand  van Heythuysen. Het weiland is  volledig voorzien van een  afrastering met  gegalvaniseerde palen en  een degelijke stalen dubbele  toegangspoort. Het perceel leent zich ideaal voor het hobbymatig houden van paarden/dieren. Op het perceel staat een stal, deze dienst kan doen als paardenstal of schuilplaats (ca. 8m x 4m). De stal is gebouwd uit betonplaten en met hout betimmerd wat zorgt voor een landelijke uitstraling.  …",€ 57.500 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,0 ha 44 a 60 ca,Grasland,0 ha 44 a 60 ca,Zand,HEYTHUYSEN M 284,0 ha 44 a 60 ca (geheel perceel),,,,
,Struiken,Verkoop bij inschrijving,,5993 NA Maasbree,https://www.fundainbusiness.nl/agrarische-grond/maasbree/object-43606865-struiken/?navigateSource=resultlist,2025-06-04 16:38:04,"Te koop per  inschrijving:   2  Percelen cultuurgrond,  thans in gebruik voor  akkerbouw  (asperges), gesitueerd in het buitengebied tussen Sevenum en  Maasbree en grenzend  aan  de afrit van  de snelweg A67,  met een totale oppervlakte van ca. 3,5 ha. Een locatie met toekomstperspectief!   Inschrijven is mogelijk tot uiterlijk vrijdag 15 november a.s. om 12.00u. Een inschrijfformulier is verkrijgbaar via ons kantoor.  Kadaster:                 Gemeente Maasbree, sectie W, nummers 38 en 39, gro …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,3 ha 52 a 42 ca,Bouwland,,Zand,MAASBREE W 38-MAASBREE W 39,0 ha 75 a 68 ca (geheel perceel)-2 ha 76 a 74 ca (geheel perceel),,,3 ha 52 a 42 ca,
,Schalterbergweg,€ 73.822 k.k.,,7361 TK Beekbergen,https://www.fundainbusiness.nl/agrarische-grond/beekbergen/object-43679658-schalterbergweg/?navigateSource=resultlist,2025-06-04 16:38:07,"BEEKBERGEN - SCHALTERBERGWEG  ONG.   Gelegen  in het  buitengebied van Beekbergen, nabij  de  openbare verharde weg, perceel bosgrond, met een oppervlakte  van 1 ha  73  a 70 ca  (17.370 m²). De  begroeiing van het perceel is voornamelijk grove den.  Aanvaarding in overleg  Vraagprijs € 4,25 p/m² k.k.",€ 73.822 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bosperceel,,,BEEKBERGEN L 2924,1 ha 73 a 70 ca (geheel perceel),,,,
,Hoevenseweg,Prijs op aanvraag,,5334 LG Velddriel,https://www.fundainbusiness.nl/agrarische-grond/velddriel/object-89900906-hoevenseweg/?navigateSource=resultlist,2025-06-04 16:38:11,"Te koop aangeboden  in  het buitengebied  van Velddriel  een perceel cultuurgrond van  02.85.90  ha., gelegen aan de Hoevenseweg.  Namens verkoper  bieden wij te  koop  aan een mooi  perceel agrarische cultuurgrond  gelegen aan de openbare verharde weg in het buitengebied van Velddriel. Het perceel is mooi rechthoekig van vorm, zonder noemenswaardige belendingen in de directe omgeving. Vanwege het gebruik van het perceel in het verleden, is het afgesloten middels twee grote poorten. Middels dez …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,,MAASDRIEL M 98,2 ha 85 a 90 ca (geheel perceel),190 meter,115 meter,,
,Hoeksestraat 21-a,€ 225.000 k.k.,,5712 AP Someren,https://www.fundainbusiness.nl/agrarische-grond/someren/object-42270740-hoeksestraat-21-a/?navigateSource=resultlist,2025-06-04 16:38:14,"Prachtig gelegen perceel  weiland  met een  vrijstaande schuur.   BIJZONDERHEDEN - Op  het  perceel is een waterput aanwezig waarop een waterpomp  is aangesloten -  De  schuur is voorzien  van elektra   OMGEVING Het perceel bevindt zich op ca. 2,50 kilometer afstand van het centrum van Someren met de dagelijkse voorzieningen, diverse terrassen en eetgelegenheden.  Op ca. 6 kilometer zijn diverse recreatie mogelijkheden gelegen. Maak een ontspannende wandeling op de Strabrechtse Heide of pak de  …",€ 225.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,,SOMEREN T 2-SOMEREN T 2012,0 ha 8 a 10 ca (geheel perceel)-0 ha 62 a 70 ca (geheel perceel),,,,
,Koffiestraat,€ 190.000 k.k.,,5473 RP Heeswijk-Dinther,https://www.fundainbusiness.nl/agrarische-grond/heeswijk-dinther/object-43930400-koffiestraat/?navigateSource=resultlist,2025-06-04 16:38:26,"Te midden van  het  weidse landschap,  ver weg  van de drukte van  alledag,  ligt dit bijzondere stukje grond: DE KLOTBEEK, een  waar paradijs voor  natuurliefhebbers,  rustzoekers en buitenmensen.  Dit uitgestrekte terrein  bestaat uit een gevarieerd landschap van natuur-, bos- en landbouwgrond, met als absolute blikvanger een grote, natuurlijke visvijver die een oase van rust vormt voor mens én dier.  De Klotbeek is een ven gelegen in de gemeente Bernheze, in het buitengebied van de dorpskern …",€ 190.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bosperceel,,Zand,HEESWIJK-DINTHER E 589-HEESWIJK-DINTHER E 610,2 ha 93 a 60 ca (geheel perceel)-0 ha 11 a 50 ca (geheel perceel),,,,
,Landweerstraat,Prijs op aanvraag,,6082 AG Buggenum,https://www.fundainbusiness.nl/agrarische-grond/buggenum/object-89218836-landweerstraat/?navigateSource=resultlist,2025-06-04 16:38:29,"Wij bieden u  een  mooi vlak  gelegen perceel  cultuurgrond aan, gelegen aan  de  Landweerstraat in Buggenum. Het perceel  is goed toegankelijk middels  een oprit  vanuit zowel de  Landweerstraat als de Eggelenweg.  Het perceel is geschikt voor de teelt van diverse soorten akkerbouw- en tuinbouwgewassen of voor de boomteelt. Het perceel is voor biologische akkerbouw- / tuinbouw in gebruik en voor biologische teelten Skal gekwalificeerd. Op het perceel is een beregeningsput gelegen (niet geregis …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,0 ha 95 a 65 ca,Bouwland,0 ha 95 a 65 ca,Klei,HAELEN G 352-HAELEN G 353-HAELEN G 406-HAELEN G 408,0 ha 26 a 85 ca (geheel perceel)-0 ha 14 a 0 ca (geheel perceel)-0 ha 14 a 35 ca (geheel perceel)-0 ha 40 a 45 ca (geheel perceel),,,,
,Heereveldseweg,Verkoop bij inschrijving,,5423 VM Handel,https://www.fundainbusiness.nl/agrarische-grond/handel/object-43850163-heereveldseweg/?navigateSource=resultlist,2025-06-04 16:38:33,"VERKOOP BIJ INSCHRIJVING  Bij  deze bieden  wij u  een perceel cultuurgrond gelegen  aan  de Heereveldseweg ong. te Handel  aan met een grootte  van 4,01.50  ha.  De  cultuurgrond is te koop  per inschrijving.  Het inschrijfformulier kunt u tot en met 10 maart 2025 vóór 13:30 uur inleveren bij: Gerrits & Van Gulick Notarissen Gemert, Komweg 150, 5421 LH te Gemert.  U kunt het inschrijfformulier opvragen bij ons kantoor via: 0492-661884 of   LIGGING EN BEREIKBAARHEID Het perceel is gelegen in he …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,4 ha 1 a 50 ca,Bouwland,4 ha 1 a 50 ca,,GEMERT P 227-GEMERT P 228,1 ha 76 a 20 ca (geheel perceel)-2 ha 25 a 30 ca (geheel perceel),,,,
,Tervoortseweg,Prijs op aanvraag,,4854 NE Bavel (Gem. Breda),https://www.fundainbusiness.nl/agrarische-grond/bavel-gem-breda/object-89900932-tervoortseweg/?navigateSource=resultlist,2025-06-04 16:38:39,"TE KOOP Tervoortseweg,  Bavel  Perceel bos/natuurgrond  gelegen op  totaal 9.070 m²   Situering  Aan een rustige en karakteristieke weg in het  buitengebied van Breda/Bavel  ligt  dit perceel bos/natuurgrond  van totaal 9.070  m² groot. In het buitengebied met fietsroutes in de omgeving en het welbekende Breda bijna naast de deur.  Daarnaast is het perceel gelegen op geringe afstand van uitvalswegen en de voorzieningen van  Bavel en Molenschot.  Kadastrale gegevens Het geheel is als volgt kadas …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bosperceel,,Zand,NIEUW-GINNEKEN M 40,0 ha 90 a 70 ca (geheel perceel),,,,Overig
,Trambaan,Prijs op aanvraag,,3299 WL Maasdam,https://www.fundainbusiness.nl/agrarische-grond/maasdam/object-43922338-trambaan/?navigateSource=resultlist,2025-06-04 16:38:43,"Van Gelder agrarische  &  landelijk vastgoed  biedt, geheel  vrijblijvend, te koop aan  het  hierna omschreven perceel grond groot 1.11.80 ha met  schuurtje en erfverharding,  staande  en gelegen Trambaan  ong. te Maasdam.   Omschrijving Het aangebodene betreft een perceel landbouwgrond met agrarische bestemming met een prima schuur van circa 50 vierkante meter en erfverharding.  Situering Het perceel is gelegen aan de Trambaan in Maasdam, centraal gelegen in de Hoeksche Waard en is prima berei …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,Klei,MAASDAM G 709,1 ha 11 a 80 ca (geheel perceel),,,,
,4 percelen omgeving Oosterhout,Verkoop bij inschrijving,,4911 AA Den Hout,https://www.fundainbusiness.nl/agrarische-grond/den-hout/object-43911536-4-percelen-omgeving-oosterhout/?navigateSource=resultlist,2025-06-04 16:38:46,"In het buitengebied  van  Den Hout,  Terheijden en  Teteringen worden diverse percelen  goed  ontsloten landbouwgrond te koop aangeboden. Alle percelen liggen  in een agrarische  omgeving,  zijn volledig in  eigendom en vrij  van pacht. Ze zijn bereikbaar via verharde wegen en hebben een agrarische bestemming. Alle percelen zijn vrij van pacht leverbaar eind 2025. De verkoop vindt plaats via een inschrijvingsprocedure.   * Den Hout – Liniestraat In het buitengebied van Den Hout, aan de Liniestr …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,,Losse grond,,Bouwland en grasland,,Zand,OOSTERHOUT U 368-OOSTERHOUT U 230-OOSTERHOUT U 231-OOSTERHOUT U 1084-TERHEIJDEN I 636-TETERINGEN F 402-TETERINGEN F 403-TETERINGEN F 404-TETERINGEN F 405,2 ha 51 a 60 ca (geheel perceel)-0 ha 16 a 50 ca (geheel perceel)-2 ha 48 a 90 ca (geheel perceel)-5 ha 69 a 30 ca (deelperceel)-1 ha 52 a 20 ca (geheel perceel)-0 ha 71 a 70 ca (geheel perceel)-0 ha 11 a 10 ca (geheel perceel)-0 ha 14 a 90 ca (geheel perceel)-0 ha 58 a 10 ca (geheel perceel),,,,
,Zeggeweg,Verkoop bij inschrijving,,4731 SH Oudenbosch,https://www.fundainbusiness.nl/agrarische-grond/oudenbosch/object-43983745-zeggeweg/?navigateSource=resultlist,2025-06-04 16:38:49,"Mooie kavel cultuurgrond  ter  grootte van  55.080 m²  te koop middels inschrijving  Gelegen  in het buitengebied tussen Oudenbosch, Zegge en Oud-Gastel.  Aanvaarding: Medio december  2025   Dit perceel  goede cultuurgrond is  goed bereikbaar via een drietal eigen opritten en is gelegen aan een openbare en verharde weg tussen de dorpen Oud Gastel, Oudenbosch en Zegge.  Ook vanaf het naastgelegen semiverharde weggetje het Heistraatje is het goed te bereiken.  Het perceel ligt op ca. 4,4 meter bo …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,5 ha 50 a 80 ca,Bouwland,5 ha 50 a 80 ca,,OUDENBOSCH F 355-OUDENBOSCH F 356-OUDENBOSCH F 714,0 ha 81 a 50 ca (geheel perceel)-4 ha 18 a 70 ca (geheel perceel)-0 ha 50 a 60 ca (geheel perceel),,,,
,Van de Veldenweg,Prijs op aanvraag,,5087 TM Diessen,https://www.fundainbusiness.nl/agrarische-grond/diessen/object-89274177-van-de-veldenweg/?navigateSource=resultlist,2025-06-04 16:38:53,"RUILING BIJ INSCHRIJVING    Groen Ontwikkelfonds  Brabant heeft  de beschikking over 12,85  ha  landbouwgrond bij Diessen om deze in te zetten  als ruilgrond. Het  doel  van ruilen is  het realiseren van  het Natuurnetwerk Brabant op een andere plek in Brabant. Met deze inschrijfprocedure zoekt Groen Ontwikkelfonds Brabant een of meerdere grondeigenaren die bereid zijn (een deel van) hun grond te ruilen met (een deel van) de aangeboden landbouwgrond in Diessen.  In de inschrijfleidraad vind je  …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,Zand,HILVARENBEEK Q 1218-HILVARENBEEK Q 1217-HILVARENBEEK Q 1220,5 ha 28 a 30 ca (geheel perceel)-5 ha 87 a 85 ca (geheel perceel)-1 ha 69 a 65 ca (geheel perceel),,,,
,Tielsestraat,Verkoop bij inschrijving,,6673 AD Andelst,https://www.fundainbusiness.nl/agrarische-grond/andelst/object-89070589-tielsestraat/?navigateSource=resultlist,2025-06-04 16:38:57,"TE KOOP BIJ  INSCHRIJVING:  - agrarische  cultuurgrond -  boomteeltgeschikt - oppervlakte: 4.89.20  ha  - courante kavelvorm, circa 240 m breed aan  de straat, lichte  geer  aan zuidzijde -  gelegen nabij Wely,  in het open buitengebied tussen Dodewaard en Herveld/Andelst - geen woningen nabij het perceel (dus geen “spuitvrije zone” rondom burgerwoning) - geen ondergrondse kabels of leidingen bekend - twee rechtstreekse ontsluitingen op de Tielsestraat - omliggende A-, B- en C-watergangen - goe …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Losse grond,4 ha 89 a 20 ca,Bouwland,4 ha 89 a 20 ca,Klei,VALBURG F 364,4 ha 89 a 20 ca (geheel perceel),,238 meter,,
,Neterselsedijk,Verkoop bij inschrijving,,5094 BD Lage Mierde,https://www.fundainbusiness.nl/agrarische-grond/lage-mierde/object-89348450-neterselsedijk/?navigateSource=resultlist,2025-06-04 16:39:01,"BIJ INSCHRIJVING TE  KOOP  AANGEBODEN: 01.69.84 hectare  cultuurgrond te  Lage Mierde, gelegen aan  de  Neterselsedijk. Inschrijven is mogelijk tot vrijdag 13 juni  2025, 12.00 uur  in  de middag.   Kadastrale gegevens Het  perceel is kadastraal bekend: Gemeente Hooge en Lage Mierde, sectie K, nummer 805, groot 0.04.89 hectare Gemeente Hooge en Lage Mierde, sectie K, nummer 806, groot 1.64.95 hectare Totaal groot 1.69.84 hectare.  Bestemmingsplan Het perceel is gelegen in het Bestemmingsplan bu …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,,HOOG EN LAGE MIERDE K 805-HOOGE EN LAGE MIERDE K 806,0 ha 4 a 89 ca (geheel perceel)-1 ha 64 a 95 ca (geheel perceel),,,,
,Buurtweg 38,Verkoop bij inschrijving,,3956 ND Leersum,https://www.fundainbusiness.nl/agrarische-grond/leersum/object-43847921-buurtweg-38/?navigateSource=resultlist,2025-06-04 16:39:05,"Percelen agrarische cultuurgrond,  in  totaal groot  circa 29  hectare in het buitengebied  van  Leersum. De cultuurgrond is gelegen in midden-Nederland, binnen  de gemeente Utrechtse  Heuvelrug  en Wijk bij  Duurstede. Het betreft  4 losse percelen, waarvan percelen 1, 2 en 3 gelegen zijn aan de Buurtweg te Leersum en perceel 4 gelegen is aan de Gooyerdijk te Langbroek. De percelen zijn geheel in gebruik als grasland. De percelen zijn zowel los als in zijn geheel te koop.  Perceel 1 Groot circ …",Verkoop bij inschrijving,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,28 ha 86 a 85 ca,Grasland,8 ha 6 a 45 ca,Klei en zand,LANGBROEK C 731-LANGBROEK C 801-LEERSUM E 991-LEERSUM E 992,4 ha 15 a 65 ca (geheel perceel)-3 ha 90 a 80 ca (geheel perceel)-18 ha 38 a 60 ca (deelperceel)-2 ha 41 a 40 ca (geheel perceel),,,20 ha 80 a 40 ca,
,Batelaan,Prijs op aanvraag,,2396 ET Koudekerk aan den Rijn,https://www.fundainbusiness.nl/agrarische-grond/koudekerk-aan-den-rijn/object-43832891-batelaan/?navigateSource=resultlist,2025-06-04 16:39:10,"Algemene informatie: -	De  oppervlakte  van de  cultuurgrond is  11.02.20 ha -	De percelen  zijn  via twee dammen ontsloten op de Batelaan -	De  gemeten maat van  de  percelen is 10.04.13  ha -	De grond  heeft de bestemming Agrarisch  Voor meer informatie kunt u de brochure opvragen via  of 0348 502 224. Hierin kunt u meer informatie vinden over de cultuurgrond, bestemming en vraagprijs.   Contactpersonen: De Koning en Witzier makelaars -	Pieter Doelman:	06 - 36 48 37 70 -	Niek Doelman: 	06 - 5 …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,Klei,KOUDEKERK AAN DEN RIJN B 243-KOUDEKERK AAN DEN RIJN B 257-KOUDEKERK AAN DEN RIJN B 241-KOUDEKERK AAN DEN RIJN B 242-KOUDEKERK AAN DEN RIJN B 4529-KOUDEKERK AAN DEN RIJN B 245-KOUDEKERK AAN DEN RIJN B 240-KOUDEKERK AAN DEN RIJN B 246-KOUDEKERK AAN DEN RIJN B 244,1 ha 12 a 10 ca (geheel perceel)-1 ha 20 a 0 ca (geheel perceel)-1 ha 0 a 20 ca (geheel perceel)-1 ha 2 a 70 ca (geheel perceel)-2 ha 16 a 10 ca (geheel perceel)-1 ha 66 a 80 ca (geheel perceel)-0 ha 25 a 80 ca (geheel perceel)-0 ha 87 a 30 ca (geheel perceel)-1 ha 71 a 20 ca (geheel perceel),,,,
