listing_id,title,category,price,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden_sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Bouw_Soort_bouw,Bouw_Bouwjaar,Oppervlakten_Oppervlakte,Oppervlakten_Bedrijfshal_oppervlak,Oppervlakten_Kantoor_oppervlak,Oppervlakten_Vrije_hoogte,Oppervlakten_Vrije_overspanning,Oppervlakten_Perceel,Indeling_Aantal_bouwlagen,Indeling_Voorzieningen,Energie_Energielabel,Omgeving_Ligging,Omgeving_Bereikbaarheid,Omgeving_Lokale_voorzieningen,Parkeergelegenheid_Parkeerplaatsen,Overdracht_Huurprijs,Bouw_Mogelijke_functie(s),Oppervlakten_Verkoopvloeroppervlakte,Oppervlakten_Breedte_gevel,Indeling_Woonruimte,Omgeving_Bijdrage_winkeliersvereniging,Omgeving_Welstandsklasse,Overdracht_Servicekosten,Oppervlakten_Terrein_oppervlak,Overname_Personeel,Bouw_Soort_horeca,Indeling_Gelegen_op,Oppervlakten_Draagvermogen,Bouw_Paardenboxen,Oppervlakten_Totale_oppervlakte,Oppervlakten_Huiskavels,Woonruimte_Bedrijfswoningen,Woonruimte_Hoofdwoning,Woonruimte_Inhoud,Woonruimte_Bouwjaar,kadastrale_code,eigendomssituatie,Bouw_Aantal_kalveren,Woonruimte_Bouwperiode,Bouw_Bouwperiode,Overdracht_Oorspronkelijke_huurprijs,Overdracht_Oorspronkelijke_vraagprijs,Parkeergelegenheid_Parkeerkosten,Woonruimte_Energielabel,Bouw_Glasopstanden,Oppervlakten_Veldkavels,Oppervlakten_Type_teelt,Overdracht_Eigendomssituatie,Beleggingsobject_Huurders,Beleggingsobject_Verhuurd,Bouw_Ligboxen,Oppervlakten_Grondsoort,Bouw_Opstallen,Bouw_Rijhallen,Oppervlakten_Uitbreidingsmogelijkheden,Bouw_Loodsen,Bouw_Afrasteringen,Bouw_Bebouwingsmogelijkheid,Bouw_Maximale_bouwhoogte,Bouw_Plaatsen_voor_jongvee,Bouw_Melksysteem,Bouw_Opstanden,Beleggingsobject_Bruto_huuropbrengst,Overname_Bedrijfsovername,Oppervlakten_Type_land,Oppervlakten_Grond_lengte,Oppervlakten_Grond_breedte,Oppervlakten_Drainage,Bouw_Aantal_vleesvarkens,Bouw_Vleesvarkensstallen,Oppervlakten_Bouwkavels,Bouw_Aantal_biggen,Bouw_Biggenstallen,Bouw_Opslagschuren,Bouw_Machineloodsen
41341149,Koopvaardijweg 2,Kantoor,Huurprijs op aanvraag,4906 CV Oosterhout (NB),https://www.fundainbusiness.nl/kantoor/oosterhout-nb/object-41341149-koopvaardijweg-2/?navigateSource=resultlist,2025-06-10 12:34:20,''EXPODIUM CAT3'' Koopvaardijweg  2  te Oosterhout   Object:  Het betreft een bedrijvencomplex  op  het bedrijventerrein ‘’Weststad’’ en is  uitstekend geschikt voor categorie  3 bedrijven.  Het pand  kent 15  kantoorruimtes en  17  kantoorboxen die in combinatie met een opslagruimte in de bedrijfsruimte te huur zijn. De kantoorruimtes en boxen zijn geheel afgewerkt en instap klaar. Kantoorruimtes 1 t/m 15 zijn voorzien van een airconditioning. Het bedrijvencomplex beschikt over een Loungebox d …,,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,1989,64 m² (in units vanaf 13 m²),,,,,,1 bouwlaag,"Airconditioning, toilet en pantry",Niet beschikbaar,Bedrijventerrein,,,,Huurprijs op aanvraag,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41307391,Luchthavenweg 59,Kantoor,€ 100 /m²/jaar,5657 EA Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-41307391-luchthavenweg-59/?navigateSource=resultlist,2025-06-10 12:34:25,"Luchthavenweg 59 te  Eindhoven   ca.  285 m2  kantoorruimte te huur   TE  HUUR € 100,00 per m2  per jaar exclusief BTW   OMSCHRIJVING  Algemeen Het  betreft een  opvallend, multi-tenant  kantoorgebouw  met 4 kantoorlagen en een uitgebreide parkeervoorziening gelegen in de dynamische mixed-use omgeving van luchthaven ‘Eindhoven Airport’. Doordat het gebouw tegenover de terminal ligt, biedt het naast alle winkel- en horecavoorzieningen tevens een magnifiek uitzicht op het luchthavencomplex. Voor  …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,1991,285 m²,,,,,,1 bouwlaag,"Liften, te openen ramen, systeemplafond, toilet, pantry, verwarming en kamerindeling",B,Kantorenpark,,,56 niet-overdekte parkeerplaatsen,€ 100 per vierkante meter per jaar,,,,,,,€ 35 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,"Vanaf € 800,- per parkeerplaats per jaar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41280929,Garnizoenstraat 2,Kantoor,€ 27.500 /jr,5363 VX Velp (NB),https://www.fundainbusiness.nl/kantoor/velp-nb/object-41280929-garnizoenstraat-2/?navigateSource=resultlist,2025-06-10 12:34:30,"Modern, representatief en  multifunctioneel  bedrijfsgebouw, bruikbaar  als kantoor  en showroom, atelier, (schone)  werkplaats,  daardoor onder andere uitstekend geschikt  voor bedrijven in fijnmechanica.   Het  geheel bestaat  uit twee  samengevoegde bedrijfsunits  met  ieder een begane grond en verdieping die aan elkaar gekoppeld zijn middels doorgangen. Van oorsprong derhalve ieder met een eigen entree en ieder een eigen aansluiting op de nutsvoorzieningen.  Een gedeelte van het gebouw is v …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2009,474 m²,,,,,,2 bouwlagen,"Airconditioning, mechanische ventilatie, inbouwarmaturen, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling",A,Bedrijventerrein,Bushalte op 500 m tot 1000 m en snelwegafrit op 5000 m of meer,,10 niet-overdekte parkeerplaatsen,€ 27.500 per jaar,,,,,,,€ 25 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,€ 51.500 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41263675,Lage Mosten 1,Kantoor,€ 145 /m²/jaar,4822 NJ Breda,https://www.fundainbusiness.nl/kantoor/breda/object-41263675-lage-mosten-1/?navigateSource=resultlist,2025-06-10 12:34:36,"Bij de entree  van  het goed  bereikbare kantorenpark  Westerhage staat gebouw Londen.  Londen  is recent geüpgraded, waardoor het  gebouw een moderne, frisse  uitstraling heeft.  De gevel,  entree en  gemeenschappelijke ruimtes  zijn  gerenoveerd en gerestyled. Huur hier een kantoorruimte en ontvang uw bezoek in stijl.   Doordat de etages flexibel indeelbaar zijn, biedt Londen een prettige werkruimte voor een uiteenlopende groep ondernemers. We laten u graag kennismaken met de locatie, het pan …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2001,727 m² (in units vanaf 275 m²),,,,,,2 bouwlagen,"Mechanische ventilatie, topkoeling, inbouwarmaturen, liften en te openen ramen",A++,Kantorenpark,NS Intercitystation op minder dan 500 m en snelwegafrit op minder dan 500 m,,,€ 145 per vierkante meter per jaar,,,,,,,€ 35 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,"Vanaf € 650,- per parkeerplaats per jaar (21% BTW van toepassing)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41937499,Luchthavenweg 31,Kantoor,€ 80 /m²/jaar,5657 EA Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-41937499-luchthavenweg-31/?navigateSource=resultlist,2025-06-10 12:34:39,"Nog 600m² beschikbaar!    Uniek kantorencomplex  direct naast  de terminal van Eindhoven-Airport  aan  de afslag van de A2  en  N2.  Op het kantorenpark bevindt  zich  centraal  gelegen het station van de  HOV-lijn (Hoogwaardig Openbaar Vervoer) met verbindingen naar Eindhoven Centrum/NS Station.  Bereikbaarheid Eigen Vervoer Door de directe ligging van het kantorenpark aan de Randweg Eindhoven (N2) heeft het complex goede aansluitingen op de snelweg A2 (Maastricht-Amsterdam), de A50 (Eindhoven …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2006,600 m² (in units vanaf 50 m²),,,,,,2 bouwlagen,"Topkoeling, inbouwarmaturen, liften, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling",Niet beschikbaar,Kantorenpark,"Bushalte op minder dan 500 m, busknooppunt op minder dan 500 m, NS Intercitystation op 3000 m tot 4000 m en snelwegafrit op 1000 m tot 1500 m",,,€ 80 per vierkante meter per jaar,,,,,,,€ 25 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,€ 100 per vierkante meter per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41915614,de Maas 22-c,Kantoor,€ 13.000 /jr,5684 PL Best,https://www.fundainbusiness.nl/kantoor/best/object-41915614-de-maas-22-c/?navigateSource=resultlist,2025-06-10 12:34:44,DE MAAS 22C  TE  BEST   Het betreft  een kantooretage onderdeel uitmakend  van  het moderne bedrijfsverzamelcomplex “De Maas” gelegen aan de  Maas 22 A  t/m G te Best.  Het object  is  gelegen  op bedrijventerrein Breeven. Het bedrijventerrein kenmerkt zich door onder meer haar uitstekende bereikbaarheid door de ligging direct aan de A2 en A58 en een grote diversiteit aan ondernemingen. Het terrein bestaat voornamelijk uit licht-industriële en handelsbedrijven alsmede enkele distributiecomplexe …,,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2000,132 m²,,,,,,1 bouwlaag,,A,Bedrijventerrein,,,,€ 13.000 per jaar,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41908505,Grevelingenmeer 19,Kantoor,Huurprijs op aanvraag,5347 JP Oss,https://www.fundainbusiness.nl/kantoor/oss/object-41908505-grevelingenmeer-19/?navigateSource=resultlist,2025-06-10 12:34:47,"TE HUUR GREVELINGENMEER  19  | OSS  Circa 633  m² kantoor-/vergaderruimte  Omschrijving  object   Kantoor 19, een volledig  ingericht  en  inspirerende werk- vergaderomgeving. Wij  bieden  flexibele  contracten, all-in prijzen, 24uurs toegang,  beveiliging, deelgebruik van de spreekkamers en pantry, schoonmaak en onbeperkt koffie en thee.   Werken in kantoor 19 staat voor ontmoeten, ondernemen en samenwerken.   Begane grond, kantoor-/vergaderruimte 6: circa 97 m² Eerste verdieping, kantoor-/ver …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,1999,633 m² (in units vanaf 22 m²),,,,,,2 bouwlagen,"Inbouwarmaturen, kabelgoten, systeemplafond, toilet en kamerindeling",A,Bedrijventerrein,,,,Huurprijs op aanvraag,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41748133,Goeseelsstraat 35-A46,Bedrijfshal|Garagebox,€ 215 /mnd,4817 MV Breda,https://www.fundainbusiness.nl/bedrijfshal/breda/object-41748133-goeseelsstraat-35-a46/?navigateSource=resultlist,2025-06-10 12:34:51,"Boxcomplex biedt een  aantal  aantrekkelijke opties  voor opslag,  bovendien zijn garageboxen een  gunstig  beleggingsobject met een mooi rendement.  De garageboxen zijn te  huur vanaf  1 jaar  huurtermijn. Af  en toe  komen  er ook boxen voor verkoop beschikbaar. Voor meer informatie bel ons of laat uw gegevens achter en wij nemen geheel vrijblijvend contact met u op.  Hoogwaardige opslagruimte Een garagebox van Boxcomplex Breda is gemaakt van hoogwaardig materiaal waardoor de inhoud beschermd …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2017,18 m²,18 m²,,"2,5 m",,,,,Niet verplicht,Bedrijventerrein,,,,€ 215 per maand,Garagebox,,,,,,,,,,,350 kg/m²,,,,,,,,,,,,,€ 155 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41689298,Deutersestraat 18,Bedrijfshal,Huurprijs op aanvraag,5266 AX Cromvoirt,https://www.fundainbusiness.nl/bedrijfshal/cromvoirt/object-41689298-deutersestraat-18/?navigateSource=resultlist,2025-06-10 12:35:09,"TE HUUR Circa  1.895  m² showroom  Circa 155  m² kantoorruimte Circa 295  m²  buitenterrein Deelverhuur is mogelijk. Vraag ons kantoor naar  de mogelijkheden.   Het bedrijfscomplex is gesitueerd  in een  landelijke  omgeving  aan de Deutersestraat 18 te Cromvoirt recht tegenover de nieuwe golfbaan Bernardus.   Cromvoirt is een dorp gelegen tussen Vught en 's-Hertogenbosch. In Cromvoirt zijn o.a. de volgende bedrijven gevestigd: Gebr. Van Esch Bosbedrijf en Wegenbouw BV, Laspunt Brabant, Firma S …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2000,2.050 m²,1.895 m²,155 m²,,,12.736 m²,2 bouwlagen,"Lichtstraten, overheaddeuren, betonvloer en toilet",Niet beschikbaar,Landelijk gebied,"Bushalte op minder dan 500 m, NS Intercitystation op 500 m tot 1000 m en snelwegafrit op minder dan 500 m",,,Huurprijs op aanvraag,,,,,,,,295 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41553136,Pensmarkt 7-11,Winkel,Huurprijs op aanvraag,5211 JS Den Bosch,https://www.fundainbusiness.nl/winkel/den-bosch/object-41553136-pensmarkt-7-11/?navigateSource=resultlist,2025-06-10 12:35:13,"Locatie Deze winkelruimte  ligt  midden in  het bruisende  stadshart van 's-Hertogenbosch, aan  de  Pensmarkt. Samen met de  Hooge  Steenweg  vormt de Pensmarkt een kernlocatie  binnen  het A1-winkelgebied.  Dit  blijkt  uit  de aanwezigheid  van een divers aanbod aan bekende merken en formules in de directe omgeving. In de buurt bevinden zich onder andere Zara, Hema, Van Haren, Ici Paris, Snipes en Holland & Barrett. Deze bekende retailers kiezen bewust voor deze locatie vanwege de hoge passan …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Winkel,Bestaande bouw,Voor 1906,230 m²,,,,,,2 bouwlagen,,Niet beschikbaar,Stadscentrum/dorpskern,,,,Huurprijs op aanvraag,,125 m²,"7,5 m",,Nee,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40185582,Onderwijsboulevard 219,Kantoor,€ 1.650.000 k.k.,5223 DE Den Bosch,https://www.fundainbusiness.nl/kantoor/den-bosch/object-40185582-onderwijsboulevard-219/?navigateSource=resultlist,2025-06-10 12:35:16,"Locatie De Westertoren,  waar  het object  onderdeel vanuit  maakt, ligt aan de  Onderwijsboulevard  in het hart van het  Paleiskwartier. Het Paleiskwartier in  Den Bosch  is de  toplocatie voor  juridische, financiële  en  zakelijke dienstverlening en kennisinstellingen en grenst direct aan de westkant van het Centraal Station. Via de Stations-passerelle of de Paleisbrug over het spoor, loopt men binnen enkele minuten de Bossche binnenstad in. De randweg die het Paleiskwartier verbindt met de  …",€ 1.650.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2003,720 m²,,,,,,1 bouwlaag,"Airconditioning, mechanische ventilatie, topkoeling, inbouwarmaturen, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling","A 0,94",Kantorenpark en stationslocatie,"Bushalte op minder dan 500 m, NS Intercitystation op 500 m tot 1000 m en snelwegafrit op 2000 m tot 3000 m",,,,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,€ 1.800.000 kosten koper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86437866,Industrieweg 21,Kantoor,€ 270 /mnd,5492 NG Sint-Oedenrode,https://www.fundainbusiness.nl/kantoor/sint-oedenrode/object-86437866-industrieweg-21/?navigateSource=resultlist,2025-06-10 12:35:19,"In dit representatieve  bedrijfsverzamelgebouw  gelegen op  een bedrijventerrein  in Sint-Oedenrode (Nijnsel) bieden  wij  diverse kantoorruimtes aan variërend  van  18m2  tot 70m2.  Dit kantoor  is  de ideale  kans  voor  startende  ondernemers of  kleine zelfstandige! Je zit niet meer de hele dag alleen vanuit thuis of een andere niet inspirerende plek te werken, maar onder één dak met nog andere ondernemers. Even een bak koffie samen, wat sparren of elkaar zelfs versterken is vanuit hier een …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,,347 m² (in units vanaf 33 m²),,,,,,3 bouwlagen,"Airconditioning, inbouwarmaturen, te openen ramen, kabelgoten, systeemplafond, toilet, pantry en verwarming",Niet beschikbaar,Bedrijventerrein,"Bushalte op minder dan 500 m, busknooppunt op 5000 m of meer, metrohalte op 5000 m of meer, metroknooppunt op 5000 m of meer, NS Intercitystation op 5000 m of meer, NS station op 5000 m of meer, snelwegafrit op 2000 m tot 3000 m, Tramhalte op 5000 m of meer en tramknooppunt op 5000 m of meer",,8 niet-overdekte parkeerplaatsen,€ 270 per maand,,,,,,,€ 30 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,1981-1990,€ 55 per vierkante meter per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40918360,Kastanjelaan 400,Kantoorruimte,Huurprijs op aanvraag,5616 LZ Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-40918360-kastanjelaan-400/?navigateSource=resultlist,2025-06-10 12:35:23,"MICROLAB EINDHOVEN   Microlab  een co-working/makerspace  met momenteel  ruim 450 members. Er  zitten  ondernemingen van verschillende soorten en  maten. Beginnend bij éénpersoons  onderneming tot  ondernemingen van  zestig personen.  Deze members  verschillen  van medische start-ups, meubelmakers, hardware ontwikkelaars, lassers tot aan escape room-bouwers, een tattooshop en grafisch ontwerpers.   Microlab NomadVoor flexwerkers die één of twee dagen per week gebruikmaken van Microlab. - Kies e …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoorruimte,Bestaande bouw,1980,250 m² (in units vanaf 25 m²),,,,,,4 bouwlagen,"Liften, te openen ramen, kabelgoten, toilet, pantry, verwarming en kamerindeling",B,"Bedrijventerrein, kantorenpark, stadscentrum/dorpskern en in woonwijk",,,,Huurprijs op aanvraag,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40849728,Wethouder den Oudenstraat 4,Kantoor,Huurprijs op aanvraag,5706 ST Helmond,https://www.fundainbusiness.nl/kantoor/helmond/object-40849728-wethouder-den-oudenstraat-4/?navigateSource=resultlist,2025-06-10 12:35:27,"TE HUUR -  Nog  enkele ruimten  van circa  25m² - circa 42m²  beschikbaar!   Het BCT is dé  locatie waar werken, ontmoeten  en netwerken  samenkomen.   BCT is  de beste  locatie  voor voordelige en flexibele huur van: •	Kantoorruimten.  Beschikbare kantoorruimten: 1e verdieping: Kantoor 155: circa 28m² (netto).   2e verdieping: Kantoor 204: circa 20m² (netto). Kantoor 205: circa 18m² (netto).   Huurprijs: BCT hanteert een vaste all-in huurprijs voor kantoorruimtes, wat betekent dat deze prijs a …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,,1.800 m² (in units vanaf 25 m²),,,,,,3 bouwlagen,"Airconditioning, mechanische ventilatie, inbouwarmaturen, liften, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling",Niet beschikbaar,Bedrijventerrein en in woonwijk,"Bushalte op minder dan 500 m, NS Intercitystation op 1500 m tot 2000 m en snelwegafrit op 4000 m tot 5000 m",,70 niet-overdekte parkeerplaatsen,Huurprijs op aanvraag,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,2001-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49362686,Flight Forum 565,Kantoor,€ 170 /m²/jaar,5657 DR Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-49362686-flight-forum-565/?navigateSource=resultlist,2025-06-10 12:35:31,"FLIGHT FORUM 565  TE  EINDHOVEN   Omschrijving object  Algemeen  Verdieping		 Oppervlakte  6e  etage	Kantoorruimte	Ca. 223 m² 7e  etage	Kantoorruime	Ca.  223  m² 11e etage	Kantoorruimte 	Ca. 223  m²  12e etage	Kantoorruimte	Ca.  223  m²  Totaal		  Ca. 892  m²  De centrale entree van Bright Offices wordt binnenkort gerenoveerd, waarbij allerlei zitjes worden geplaatst en flexplekken worden gecreëerd waar iedere huurder gebruik van kan maken.  Het object beschikt over een energielabel C.   Locati …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2009,892 m² (in units vanaf 233 m²),,,,,,4 bouwlagen,Mechanische ventilatie en liften,C,Bedrijventerrein en kantorenpark,Bushalte op 500 m tot 1000 m en snelwegafrit op 1000 m tot 1500 m,,,€ 170 per vierkante meter per jaar,,,,,,,€ 60 per vierkante meter per jaar,,,,,,,,,,,,,,,,,,€ 42.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47060431,Leenderweg 200-202,Kantoor,€ 170.000 /jr,5555 XK Valkenswaard,https://www.fundainbusiness.nl/kantoor/valkenswaard/object-47060431-leenderweg-200-202/?navigateSource=resultlist,2025-06-10 12:35:35,"Leenderweg 200 –  202  te Valkenswaard   Algemeen  Het betreft een modern,  vrijstaand  kantoorgebouw in twee bouwlagen  met  een  zeer groot parkeerterrein. Het gebouw  bevindt  zich op  een  prachtige  zichtlocatie  aan de  hoofdinvalsweg naar Valkenswaard-centrum en aan de rand van bedrijventerrein ‘Schaapsloop I’. Het grote perceel biedt ook de mogelijkheid om desgewenst een bedrijfsruimte bij te bouwen. Het object bestaat uit twee vleugels die ook separaat gehuurd kunnen worden:  Ca 1.848  …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,1999,3.696 m² (in units vanaf 898 m²),,,,,888 m²,2 bouwlagen,,A,Bedrijventerrein,NS Intercitystation op 2000 m tot 3000 m en snelwegafrit op 500 m tot 1000 m,,,€ 170.000 per jaar,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,€ 72.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507566,Luchthavenweg 54,Kantoor,€ 115 /m²/jaar,5657 EB Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-4507566-luchthavenweg-54/?navigateSource=resultlist,2025-06-10 12:35:42,"Luchthavenweg 54 te  Eindhoven   Omschrijving  object   Algemeen GATE54 betreft een  markant  L-vormig, vrijstaand kantoorgebouw, dat  pal  gelegen  is aan het begin van  de  toegangsweg naar  Eindhoven-Airport.  Onlangs  is  door de  eigenaar een modernisering doorgevoerd op de eerste verdieping waarbij het gebouw tevens voorzien is van vergaderfaciliteiten en een ontmoetingsruimte ten behoeve van het businesscenter en de andere kantoorruimtes van het gebouw.   Het in drie bouwlagen opgetrokke …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,1980,3.190 m² (in units vanaf 20 m²),,,,,7.991 m²,4 bouwlagen,,A,Bedrijventerrein,,,,€ 115 per vierkante meter per jaar,,,,,,,€ 45 per vierkante meter per jaar,,,,,,,,,,,,,,,,,,€ 130 per vierkante meter per jaar,,"Vanaf € 850,- per parkeerplaats per jaar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43937387,Gerstdijk 22,Bedrijfshal,€ 3.175 /mnd,5704 RG Helmond,https://www.fundainbusiness.nl/bedrijfshal/helmond/object-43937387-gerstdijk-22/?navigateSource=resultlist,2025-06-10 12:35:47,"TE HUUR   BEDRIJFSRUIMTE  VAN CA.  600M² PER  DIRECT BESCHIKBAAR VOOR VERHUUR.    Oppervlakten: Bedrijfsruimte 4: circa 600m²  Voorzieningen: -  Laaddock met Dockshelter  (unit 2) - Monolitisch  afgewerkte betonvloer;  -  Handbediende  overheaddeuren (LxB - 4,00 x 4,50); - Krachtstroomaansluiting; - Loopdeur; - LED-verlichtingsarmaturen; - Vrije hoogte circa 8,00m; - Afsluitbaar terrein met elektrische poort; - Camerabewaking buitenterrein.  Ter overname voor unit 2: - Stellingen (prijs op aanv …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2016,600 m²,600 m²,,"8,4 m",,,,"Loading docks, overheaddeuren, krachtstroom en betonvloer",Niet verplicht,Bedrijventerrein,,,,€ 3.175 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43924194,Vaartveld 3-a,Bedrijfshal,€ 979.800 v.o.n.,4704 SE Roosendaal,https://www.fundainbusiness.nl/bedrijfshal/roosendaal/object-43924194-vaartveld-3-a/?navigateSource=resultlist,2025-06-10 12:35:52,TE KOOP |  Moderne  nieuwbouw bedrijfs-/opslagunits  op een  strategische locatie in Roosendaal.    KENMERKEN - Bouw gestart. Verwachte  oplevering  Q4  2025; - Oppervlakte 720  m²;  -  Inclusief 8 eigen parkeerplaatsen; -  Gelegen op bedrijventerrein Borchwerf I; - Goede ligging: binnen enkele minuten op de A17; - Brede bestemmingsmogelijkheden; - Afsluitbaar terrein middels een elektrische rolpoort; - Gunstige financieringsvoorwaarden (tot 90% van de koopsom); - Vrij op naam (geen overdrachts …,€ 979.800 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Nieuwbouw,Momenteel in aanbouw,720 m²,720 m²,,,,,,Overheaddeuren en betonvloer,Niet verplicht,Bedrijventerrein,Snelwegafrit op 500 m tot 1000 m,,8 niet-overdekte parkeerplaatsen,,,,,,,,,,,,,1.200 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43924085,Vaartveld 3,Bedrijfshal,€ 489.900 v.o.n.,4704 SE Roosendaal,https://www.fundainbusiness.nl/bedrijfshal/roosendaal/object-43924085-vaartveld-3/?navigateSource=resultlist,2025-06-10 12:35:57,TE KOOP |  Moderne  nieuwbouw bedrijfs-/opslagunits  op een  strategische locatie in Roosendaal.    KENMERKEN - Bouw gestart. Verwachte oplevering Q4 2025;  - Oppervlakte 360  m²; - Inclusief 4  eigen parkeerplaatsen;  -  Gelegen  op bedrijventerrein Borchwerf I; - Goede ligging: binnen enkele minuten op de A17; - Brede bestemmingsmogelijkheden; - Afsluitbaar terrein middels een elektrische rolpoort; - Gunstige financieringsvoorwaarden (tot 90% van de koopsom); - Vrij op naam (geen overdrachtsb …,€ 489.900 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Nieuwbouw,Momenteel in aanbouw,360 m²,360 m²,,,,,,Overheaddeuren en betonvloer,Niet verplicht,Bedrijventerrein,Snelwegafrit op 500 m tot 1000 m,,4 niet-overdekte parkeerplaatsen,,,,,,,,,,,,,1.200 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
