listing_id,title,category,price,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden_sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Bouw_Soort_bouw,Bouw_Bouwjaar,Oppervlakten_Oppervlakte,Oppervlakten_Bedrijfshal_oppervlak,Oppervlakten_Kantoor_oppervlak,Oppervlakten_Vrije_hoogte,Oppervlakten_Vrije_overspanning,Oppervlakten_Perceel,Indeling_Aantal_bouwlagen,Indeling_Voorzieningen,Energie_Energielabel,Omgeving_Ligging,Omgeving_Bereikbaarheid,Omgeving_Lokale_voorzieningen,Parkeergelegenheid_Parkeerplaatsen,Overdracht_Huurprijs,Bouw_Mogelijke_functie(s),Oppervlakten_Verkoopvloeroppervlakte,Oppervlakten_Breedte_gevel,Indeling_Woonruimte,Omgeving_Bijdrage_winkeliersvereniging,Omgeving_Welstandsklasse,Overdracht_Servicekosten,Oppervlakten_Terrein_oppervlak,Overname_Personeel,Bouw_Soort_horeca,Indeling_Gelegen_op,Oppervlakten_Draagvermogen,Bouw_Paardenboxen,Oppervlakten_Totale_oppervlakte,Oppervlakten_Huiskavels,Woonruimte_Bedrijfswoningen,Woonruimte_Hoofdwoning,Woonruimte_Inhoud,Woonruimte_Bouwjaar,kadastrale_code,eigendomssituatie,Bouw_Aantal_kalveren,Woonruimte_Bouwperiode,Bouw_Bouwperiode,Overdracht_Oorspronkelijke_huurprijs,Overdracht_Oorspronkelijke_vraagprijs,Parkeergelegenheid_Parkeerkosten,Woonruimte_Energielabel,Bouw_Glasopstanden,Oppervlakten_Veldkavels,Oppervlakten_Type_teelt,Overdracht_Eigendomssituatie,Beleggingsobject_Huurders,Beleggingsobject_Verhuurd,Bouw_Ligboxen,Oppervlakten_Grondsoort,Bouw_Opstallen,Bouw_Rijhallen,Oppervlakten_Uitbreidingsmogelijkheden,Bouw_Loodsen,Bouw_Afrasteringen,Bouw_Bebouwingsmogelijkheid,Bouw_Maximale_bouwhoogte,Bouw_Plaatsen_voor_jongvee,Bouw_Melksysteem,Bouw_Opstanden,Beleggingsobject_Bruto_huuropbrengst,Overname_Bedrijfsovername,Oppervlakten_Type_land,Oppervlakten_Grond_lengte,Oppervlakten_Grond_breedte,Oppervlakten_Drainage,Bouw_Aantal_vleesvarkens,Bouw_Vleesvarkensstallen,Oppervlakten_Bouwkavels,Bouw_Aantal_biggen,Bouw_Biggenstallen,Bouw_Opslagschuren,Bouw_Machineloodsen
43883999,Bokkerijder 12-a,Bedrijfshal,Prijs op aanvraag,5571 MX Bergeijk,https://www.fundainbusiness.nl/bedrijfshal/bergeijk/object-43883999-bokkerijder-12-a/?navigateSource=resultlist,2025-06-10 13:31:45,"Deze moderne en  duurzame  bedrijfsruimte, gelegen  aan de  Bokkerijder 12 en 12a  in  Bergeijk, biedt een uitstekende gelegenheid  voor bedrijven die op  zoek zijn  naar een  hoogwaardige locatie  met tal  van  uitzonderlijke kenmerken. Het pand is in 1994 gebouwd en in 2022 uitgebreid. Het voldoet aan de hoogste eisen op het gebied van veiligheid, functionaliteit en duurzaamheid.  Bijzondere kenmerken: Schuimblusinstallatie: Voor optimale brandveiligheid is de ruimte uitgerust met een profess …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,1994,1.614 m²,1.362 m²,252 m²,"12,2 m",,2.917 m²,1 bouwlaag,"Airconditioning, loading docks, overheaddeuren, krachtstroom, betonvloer, sprinkler, toilet en pantry",C,,,,,,,,,,,,,,,,,5 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43883710,de Diepteweg 22,Bedrijfshal,€ 120.000 /jr,5236 PV Den Bosch,https://www.fundainbusiness.nl/bedrijfshal/den-bosch/object-43883710-de-diepteweg-22/?navigateSource=resultlist,2025-06-10 13:31:49,TE HUUR Circa  1.065  m² bedrijfsruimte  Circa 300  m² nieuw te bouwen  kantoorruimte   Het object is gelegen  aan De Diepteweg 22  op het  bedrijventerrein Empel-Zuid  te ‘s-Hertogenbosch.  Het object  heeft  een hoge attentiewaarde door haar uiterlijke verschijning en de ligging op een prominente locatie aan de drukke rondweg.  Bedrijfsruimte De bedrijfsruimte bestaat uit circa 1.065 m² met een groot voorliggend buitenterrein.  Kenmerken bedrijfsruimte - Betonvloer - Voorbereiding vloerverwar …,,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2021,1.365 m²,1.065 m²,300 m²,,,1.875 m²,1 bouwlaag,"Lichtstraten, overheaddeuren, betonvloer en sprinkler",Niet verplicht,Bedrijventerrein,"Bushalte op 500 m tot 1000 m, NS Intercitystation op 5000 m of meer en snelwegafrit op 2000 m tot 3000 m",,,€ 120.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43883484,Ramgatseweg 29-g,Bedrijfshal,€ 12.000 /jr,4941 VN Raamsdonksveer,https://www.fundainbusiness.nl/bedrijfshal/raamsdonksveer/object-43883484-ramgatseweg-29-g/?navigateSource=resultlist,2025-06-10 13:31:52,"Op zoek naar  een  bedrijfsruimte om  uw bedrijf  verder te laten groeien  of  uw hobby verder de vrije  loop  te  laten? Wij bieden hiervoor  dé  ruimte  aan! Aan de Ramgatseweg 29G  komt op korte termijn een nieuwbouw bedrijfsruimte van totaal ca. 97 m² beschikbaar.   LOCATIE  Omgevingsfactoren Aan de noordkant van Raamsdonksveer ligt bedrijventerrein “Dombosch”. Dit relatief grote terrein (ca. 168 ha) biedt ruimte aan een breed scala van bedrijvigheid, van blikvanger Louwman en Parqui (Toyot …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,97 m²,49 m²,48 m²,"3,7 m",,,1 bouwlaag,Overheaddeuren en toilet,Niet verplicht,Bedrijventerrein,Snelwegafrit op 1000 m tot 1500 m,,2 niet-overdekte parkeerplaatsen,€ 12.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43882149,Moerstraatseweg 42-d,Verhard buitenterrein,Huurprijs op aanvraag,4727 SN Moerstraten,https://www.fundainbusiness.nl/verhard-buitenterrein/moerstraten/object-43882149-moerstraatseweg-42-d/?navigateSource=resultlist,2025-06-10 13:31:56,"Aan de Moerstraatsebaan  te  Moerstraten bieden  wij circa  2.500 m² verhard buitenterrein  te  huur aan. Het (deel)perceel zoals met arcering aangegeven  is voorzien van  een hekwerk met elektrische  poort. Het  terrein  leent  zich uitstekend voor opslag van materialen en voertuigen en is eveneens voorzien van elektra.  Het perceel is gelegen in buitengebied Wouw, met vastgesteld bestemmingsplan: NL.IMRO.1674.2100BUITENGEBIEDW-0401 Uitvalswegen als A58 en A17 liggen op ca. 5km vanuit de locat …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Verhard buitenterrein,,,2.500 m²,,,,,2.500 m²,,,Niet beschikbaar,,,,,Huurprijs op aanvraag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43882655,Liesselseweg 120-a,Bedrijfshal,€ 79.000 /jr,5753 PP Deurne,https://www.fundainbusiness.nl/bedrijfshal/deurne/object-43882655-liesselseweg-120-a/?navigateSource=resultlist,2025-06-10 13:32:00,"Ruime moderne bedrijfsruimte,  thans  ingericht als  showroom, met  een groot buitenterrein op  een  uitstekende zichtlocatie aan de Liesselseweg  120A in Deurne. Bij  de realisatie  van het  pand is  gebruik gemaakt  van  duurzame materialen, wat de kwaliteit van het pand ten goede is gekomen. Door haar prominente ligging en moderne uitstraling is dit pand een absoluut visitekaartje voor de gebruiker   Metrages  Begane grond: circa. 1.150 m2  Verdiepingsvloer: circa. 900 m2  Buitenterrein: cir …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2002,2.050 m²,2.050 m²,,,,9.495 m²,,"Lichtstraten, overheaddeuren, betonvloer, toilet en pantry",Niet beschikbaar,Bedrijventerrein,,,,€ 79.000 per jaar,,,,,,,,300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43880153,Het Zuiderkruis 35-47,Kantoor,€ 2.450.000 k.k.,5215 MV Den Bosch,https://www.fundainbusiness.nl/kantoor/den-bosch/object-43880153-het-zuiderkruis-35-47/?navigateSource=resultlist,2025-06-10 13:32:05,"TE KOOP I  Het  Zuiderkruis 35-47  te 's-Hertogenbosch   OMSCHRIJVING OBJECT Deze  blikvanger  vanaf de A2 is gelegen op bedrijventerrein ""De  Brand"" in 's-Hertogenbosch.   Het kantoorgebouw bestaat  uit vier  bouwlagen  en  heeft een totale vloeroppervlakte van circa 2.984 m². (conform NEN2580)  Dit markante gebouw is uitstekend gelegen op een ruim perceel en is voorzien van een eigen afsluitbaar parkeerterrein. Ideaal voor een eigenaar gebruiker.  OPPERVLAKTEN Dit solitaire kantoorgebouw heef …",€ 2.450.000 kosten koper (bouwrente van toepassing),Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2000,2.984 m²,,,,,3.450 m²,1 bouwlaag,"Inbouwarmaturen, liften, kabelgoten en systeemplafond",C,,,,56 niet-overdekte parkeerplaatsen,,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89244751,Ramgatseweg 29-K,Bedrijfshal,€ 1.500 /mnd,4941 VN Raamsdonksveer,https://www.fundainbusiness.nl/bedrijfshal/raamsdonksveer/object-89244751-ramgatseweg-29-k/?navigateSource=resultlist,2025-06-10 13:32:11,"“Layers” bouwnummer 1  -  Ramgatseweg 29K,  Raamsdonksveer   Nieuwbouw bedrijfsunit (bouwnummer 1)  met  bedrijfsruimte (ca. 62 m2), kantoorruimte  (ca.  62  m2), 2 eigen parkeerplaatsen  en  verdere  aanhorigheden  Situering  De  bedrijfsunit met bouwnummer 1 is gelegen aan de Ramgatseweg te Raamsdonksveer op het bedrijventerrein “Dombosch“. Het bedrijventerrein is een dynamische en vitale locatie die een belangrijke rol speelt in de economische infrastructuur van de regio. Een diversiteit aan …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Nieuwbouw,Momenteel in aanbouw,124 m² (in units vanaf 62 m²),62 m²,62 m²,3 m,11 m,,1 bouwlaag,Overheaddeuren en betonvloer,Niet verplicht,Bedrijventerrein,"Bushalte op 500 m tot 1000 m, busknooppunt op 500 m tot 1000 m, metrohalte op 5000 m of meer, metroknooppunt op 5000 m of meer, NS Intercitystation op 5000 m of meer, snelwegafrit op 500 m tot 1000 m, Tramhalte op 5000 m of meer en tramknooppunt op 5000 m of meer","Bank op 5000 m of meer, ontspanning op 4000 m tot 5000 m, restaurant op 2000 m tot 3000 m en winkel op 2000 m tot 3000 m",2 niet-overdekte parkeerplaatsen,€ 1.500 per maand,,,,,,,,,,,,1.000 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43880574,Hinthamerstraat 90-A,Belegging,€ 2.500.000 k.k.,5211 MS Den Bosch,https://www.fundainbusiness.nl/belegging/den-bosch/object-43880574-hinthamerstraat-90-a/?navigateSource=resultlist,2025-06-10 13:32:15,"In dit object  zijn  twee winkels,  vier (mogelijk  5) appartementen en een  achterhuis  gevestigd. De woningen zijn deels  verhuurd  (geweest)  en een appartement wordt  bewoont  door  de eigenaar. Het gebouw is  geschikt voor verhuur dan wel splitsing en ontwikkeling. Er is een grote tuin tot aan de Binnendieze en een groot perceel.  En abject van een dergelijk formaat komt nog maar zelden vrij. Dit object is dan ook al 74 jaar in bezit. Dus dit is uw kans.",€ 2.500.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Belegging,Bestaande bouw,Voor 1906,753 m²,,,,,536 m²,,,Niet beschikbaar,Stadscentrum/dorpskern,"Bushalte op minder dan 500 m, NS Intercitystation op 500 m tot 1000 m en snelwegafrit op 500 m tot 1000 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 huurders,753 m²,,,,,,,,,,,,,€ 46.800 per jaar,,,,,,,,,,,,
43889090,Tilburgseweg 92,Winkel met showroom,€ 2.450 /mnd,5051 AJ Goirle,https://www.fundainbusiness.nl/winkel/goirle/object-43889090-tilburgseweg-92/?navigateSource=resultlist,2025-06-10 13:32:19,Te huur: veelzijdig  winkelpand  op een  toplocatie aan  de Tilburgseweg in Goirle    Op een uitstekende zichtlocatie aan de drukbezochte Tilburgseweg  in Goirle bieden  wij dit multifunctionele winkelpand  te huur  aan.  Momenteel  in gebruik door Christian for Men maar na bijna 10 succesvolle jaren gaat de ondernemer zich concentreren op een ander vakgebied. De winkelruimte is afgestemd op de kledingbranche maar dankzij de indeling en ligging is dit pand geschikt voor een breed scala aan comm …,,Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,1911,178 m²,,,,,,1 bouwlaag,,Niet beschikbaar,Stadscentrum/dorpskern,Bushalte op minder dan 500 m en snelwegafrit op 1500 m tot 2000 m,,,€ 2.450 per maand,,149 m²,6 m,,Nee,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89243194,Vaarselstraat 8,Kantoor,€ 100 /m²/jaar,5711 RE Someren,https://www.fundainbusiness.nl/kantoor/someren/object-89243194-vaarselstraat-8/?navigateSource=resultlist,2025-06-10 13:32:22,"Raadhuis Makelaars biedt  u  te huur  aan: een  moderne kantoorruimte in twee  bouwlagen,  gelegen in een omgeving met gemengde functies (wonen  en bedrijfsmatige objecten),  op 500 meter uit  het centrum  van  Someren.  Een prettig licht kantoor, waar het prettig werken is.   Globale indeling begane grond:   Entree, ontvangst-/entreehal met een receptiebalie, natuurstenen vloer, systeemplafond met LED-verlichting, pantryruimte met keukenblok met koelkast en vaatwasser.   Ter rechterzijde is er …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,2001,479 m² (in units vanaf 85 m²),,,,,,2 bouwlagen,"Airconditioning, mechanische ventilatie, inbouwarmaturen, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling",A++,,"Bushalte op minder dan 500 m, metrohalte op 5000 m of meer, NS Intercitystation op 5000 m of meer, snelwegafrit op 5000 m of meer en Tramhalte op 5000 m of meer",,,€ 100 per vierkante meter per jaar,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,€ 55.896 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43888380,Habraken 2321-L,Kantoor,€ 800 /mnd,5507 TK Veldhoven,https://www.fundainbusiness.nl/kantoor/veldhoven/object-43888380-habraken-2321-l/?navigateSource=resultlist,2025-06-10 13:32:42,De kantoor/bedrijfsruimte is  gelegen  op bedrijventerrein  Habraken vlakbij  Eindhoven. De bedrijfsruimte is  onderdeel  van een bedrijfsverzamelgebouw en  heeft  een  eigen opgang die niet gedeeld  hoeft  te worden  met  anderen  en  eventueel gebruikt  kan worden als receptie/wachtruimte. De bedrijfsruimte is gelegen op de 1e verdieping en voorzien van een keuken en toilet.  Oppervlakte  Begane grond: Eigen opgang circa. 9m2 1e verdieping: circa. 111m2  Ligging en bereikbaarheid Het pand lig …,,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,2015,120 m²,,,,,,2 bouwlagen,"Airconditioning, inbouwarmaturen, te openen ramen, systeemplafond, toilet, verwarming en kamerindeling",Niet beschikbaar,Bedrijventerrein,,,2 niet-overdekte parkeerplaatsen,€ 800 per maand,,,,,,,€ 75 per maand (21% BTW van toepassing),,,,,,,,,,,,,,,,,,€ 950 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43888954,Jan Tinbergenstraat 4,Bedrijfshal,Huurprijs op aanvraag,5491 DC Sint-Oedenrode,https://www.fundainbusiness.nl/bedrijfshal/sint-oedenrode/object-43888954-jan-tinbergenstraat-4/?navigateSource=resultlist,2025-06-10 13:32:46,"TE HUUR Jan  Tinbergenstraat  4 |  Sint-Oedenrode   Compleet en modern kantoor-/bedrijfsgebouw  aan  de op- en afritten van de A50.   LOCATIE EN BEREIKBAARHEID  Het vrijstaande en modern  kantoorobject is  gelegen  op  bedrijventerrein ""De Kampen"", aan de noordkant van Sint-Oedenrode. Het object wordt omringd door diverse lokale ondernemingen zoals Van Uden Caravans, Consyst B.V., Bouwbedrijf van Stiphout, TVE Reclameproducties enzovoort. Het object is goed bereikbaar. Via de snelweg A50 is de  …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2004,1.300 m² (in units vanaf 300 m²),1.300 m²,,,,,,,Niet beschikbaar,,,,,Huurprijs op aanvraag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43888945,Esp 256,Kantoor,€ 15.000 /jr,5633 AC Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-43888945-esp-256/?navigateSource=resultlist,2025-06-10 13:32:52,"Locatie: De te  huur  aangeboden kantoorruimte  in dit  kantoorgebouw aan de Esp  256  te Eindhoven is gelegen in  het  stadsdeel  Woensel op Bedrijventerrein Esp.  Dit  kantoorpand  is gesitueerd aan de noordzijde  van Eindhoven, vlakbij het bekende winkel/industrieterrein Ekkersrijt. Er zijn momenteel zo’n 100 bedrijven operationeel op Esp, actief in diverse uiteenlopende branches. Het pand heeft aan voorzijde een vrij uitzicht op veel groen en op de doorgaande verbindingsweg van Eindhoven na …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,2005,103 m²,,,,,1.465 m²,1 bouwlaag,"Mechanische ventilatie, inbouwarmaturen, toilet, pantry en verwarming",Niet beschikbaar,Bedrijventerrein,,,3 niet-overdekte parkeerplaatsen,€ 15.000 per jaar,,,,,,,€ 350 per maand (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43888682,Raadhuisstraat 108,Winkel,€ 595.000 k.k.,4631 NJ Hoogerheide,https://www.fundainbusiness.nl/winkel/hoogerheide/object-43888682-raadhuisstraat-108/?navigateSource=resultlist,2025-06-10 13:32:56,"Modern winkelpand op  uitstekende  locatie.   Volledig gerenoveerd,  modern winkelpand met een  strategische  ligging. Dit pand biedt uitgebreide  faciliteiten  en  een doordachte indeling, inclusief  een  ruime  winkelruimte met brede etalage, kantine,  toiletruimte, kantoor en opslagruimte. Optioneel is er de mogelijkheid om aan de achterzijde een woonverdieping of appartement te realiseren. Het perceel beschikt over een royale tuin en er is gratis parkeergelegenheid in de directe omgeving.   …",€ 595.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,1975,200 m²,,,,,580 m²,1 bouwlaag,,A+,Stadscentrum/dorpskern,,,,,,124 m²,10 m,,Nee,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43887385,Vughterstraat 34,Winkel,Huurprijs op aanvraag,5211 GJ Den Bosch,https://www.fundainbusiness.nl/winkel/den-bosch/object-43887385-vughterstraat-34/?navigateSource=resultlist,2025-06-10 13:33:00,"Locatie Onderhavige winkelruimte  bevindt  zich in  de karakteristieke  Vughterstraat. De Vughterstraat is  van  oudsher een winkelstraat waar  een  goede  mix van lokale en landelijk  opererende  ondernemers is  gevestigd  zoals  Albert  Heijn, Wibra,  Mettrop, Pipoos, Oil & Vinegar, tal van lokale retailondernemers. De Vughterstraat is het verlengde van de Schapenmarkt en de Markt en dit maakt dat diverse passanten hun weg weten te vinden naar deze bruisende winkelstraat.  Object De winkelrui …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,Voor 1906,215 m²,,,,,,1 bouwlaag,,Niet beschikbaar,Stadscentrum/dorpskern,"Bushalte op minder dan 500 m, NS Intercitystation op 500 m tot 1000 m en snelwegafrit op 2000 m tot 3000 m",,,Huurprijs op aanvraag,,215 m²,5 m,,Nee,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43887164,Schouwburgring 151,Winkel,€ 24.000 /jr,5038 TW Tilburg,https://www.fundainbusiness.nl/winkel/tilburg/object-43887164-schouwburgring-151/?navigateSource=resultlist,2025-06-10 13:33:05,"ALGEMEEN Gunstig gelegen  winkelruimte  aan de  Schouwburgring, aan  de zijde van de  Schouwburgpromenade  welke grenst aan de  stadskern.  Het  betreft een winkelruimte met een  frontbreedte  van maar  liefst  6  meter  en een  oppervlakte van in totaal ca. 125 m², waarvan ca. 90 m² op de begane grond en ca. 35 m² op de entresol (tussenverdieping). De winkel beschikt tevens over een kelderruimte van ca. 63,9 m². Aan de achterzijde van het gebouw is ruimte voor laden en lossen.  LIGGING De wink …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,1968,189 m² (in units vanaf 1 m²),,,,,,3 bouwlagen,,Niet beschikbaar,,,,,€ 24.000 per jaar,,90 m²,6 m,,Nee,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43885982,Demer 10,Winkel,€ 296.000 /jr,5611 AR Eindhoven,https://www.fundainbusiness.nl/winkel/eindhoven/object-43885982-demer-10/?navigateSource=resultlist,2025-06-10 13:33:09,"Locatie Het op  de  Demer gelegen  winkelpand wordt  omringd door voornamelijk nationale  en  internationale winkelketens. De Demer  is  de  drukste winkelstraat van Eindhoven en  een  van de  beste  winkelstraten  van  Nederland. De  omliggende winkeliers zijn onder andere Rituals, Stradivarius, C&A, Amac, Nikkie, Etos, Pink Gellac, Chadin, Miniso en vele andere bekende ketens.  Object Het voor verhuur beschikbare winkelpand beschikt over een frontbreedte van circa 7.7 meter. Op de begane gron …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,,365 m²,,,,,365 m²,4 bouwlagen,,B,Stadscentrum/dorpskern,"Bushalte op minder dan 500 m, NS Intercitystation op 500 m tot 1000 m en snelwegafrit op 5000 m of meer",,,€ 296.000 per jaar,,277 m²,"7,7 m",,Nee,A1,,,,,,,,,,,,,,,,,,1945-1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43885617,Freddy van Riemsdijkweg 4,Kantoorruimte,Huurprijs op aanvraag,5657 EE Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-43885617-freddy-van-riemsdijkweg-4/?navigateSource=resultlist,2025-06-10 13:33:12,Freddy van Riemsdijkweg  4  te Eindhoven   Het  object bestaat uit meerdere  kantoorvleugels  waarvan twee vleugels zijn ingedeeld  ten  behoeve  van flexibele kantoorkamers vanaf  ca.  20  m². Alle kantoorunits zijn voorzien  van meubilair en zijn ingericht door verhuurder. In de rechterkantoorvleugel op de eerste verdieping zijn de vier naast elkaar gelegen kantoorunits van 20 m² te combineren. Door de veelzijdigheid in de metrage van de zelfstandige kantoorvleugels zijn de doorgroeimogelijkh …,,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoorruimte,Bestaande bouw,1999,120 m² (in units vanaf 20 m²),,,,,,2 bouwlagen,"Inbouwarmaturen, liften en te openen ramen",B,Kantorenpark,,,,Huurprijs op aanvraag,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43885616,Molenzicht 15,Bedrijfshal,€ 1.075 /mnd,4881 BW Zundert,https://www.fundainbusiness.nl/bedrijfshal/zundert/object-43885616-molenzicht-15/?navigateSource=resultlist,2025-06-10 13:33:16,"Ben jij de  ondernemer  die op  zoek is  naar praktijk/showroom/kantoorruimte in een  kwalitatief  verzorgd bedrijfscomplex?  INDELING EN  MOGELIJKHEDEN:  Een  representatieve entree met toegang  tot  het  luxe toilet, meterkast en de  kantoorruimte met pantry op de begane grond van circa. 56 m². Op de eerste verdieping is ook een luxe toiletruimte aanwezig en de toegang tot de tweede kantoorruimte van ca. 56 m². Er is de mogelijkheid om beide kantoren apart te huren.   INDELING: Ruimte voor pr …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Bedrijfshal,Bestaande bouw,2018,112 m²,56 m²,56 m²,"2,6 m",,,2 bouwlagen,"Betonvloer, toilet, pantry en inbouwarmaturen",A,Bedrijventerrein,,,4 niet-overdekte parkeerplaatsen,€ 1.075 per maand,,,,,,,,,,,,250 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43874646,Park Forum 1057,Bedrijfshal,€ 400.000 /jr,5657 HJ Eindhoven,https://www.fundainbusiness.nl/bedrijfshal/eindhoven/object-43874646-park-forum-1057/?navigateSource=resultlist,2025-06-10 13:33:23,"Park Forum 1057  te  Eindhoven   Totaal ca.  4.150 m2 kantoor- en  bedrijfsruimten.  TE HUUR € 400.000,00 per jaar exclusief BTW.   Object Algemeen  Het betreft een state-of-the-art,  multifunctioneel bedrijfscomplex  (bouwjaar  2020)  gesitueerd op een opvallende hoekkavel aan de toegangsweg van ‘Flight Forum’ naar bedrijvenpark ‘Park Forum’. Het complex bestaat uit een tweelaags voorbouw met luxe kantoor/showroom, alsmede een aangrenzende logistieke magazijnruimte met inpakruimte/werkplaats e …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Bedrijfshal,Bestaande bouw,2020,4.150 m²,2.895 m²,1.255 m²,,,4.480 m²,2 bouwlagen,"Lichtstraten, loading docks, overheaddeuren, krachtstroom en betonvloer",A+++,Bedrijventerrein,,,38 niet-overdekte parkeerplaatsen,€ 400.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43873292,Sint Bavostraat 60-d,Kantoor,€ 8.400 /jr,4891 CK Rijsbergen,https://www.fundainbusiness.nl/kantoor/rijsbergen/object-43873292-sint-bavostraat-60-d/?navigateSource=resultlist,2025-06-10 13:33:27,"In het statige  voormalige  bankgebouw, midden  in het  levendige dorpscentrum van Rijsbergen,  bieden  wij een ruime kantoorruimte aan  op  de  tweede verdieping! Deze aantrekkelijke  locatie  combineert  een professionele werkomgeving met het  gemak van uitstekende voorzieningen binnen handbereik. Op loopafstand bevinden zich diverse winkels, supermarkten en andere dagelijkse voorzieningen. Bovendien ben je binnen enkele minuten op de uitvalsweg richting de A16 en A58, waardoor de bereikbaarh …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,1985,105 m²,,,,,,1 bouwlaag,"Airconditioning, toilet en verwarming",Niet beschikbaar,Stadscentrum/dorpskern,,,,€ 8.400 per jaar,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
